year,month,quarter,state,state_pcode,lga,lga_pcode,primary_hazard,total_idps,mean_idps_per_record,num_records,total_males,total_females,latest_dtm_round,date
2017,8,3,Yobe,NGA036,Karasuwa,NGA036010,Conflict,9774,4887.0,2,1842.0,3045.0,18,2017-08-01
2017,8,3,Yobe,NGA036,Machina,NGA036011,Conflict,2252,1126.0,2,554.0,572.0,18,2017-08-01
2017,8,3,Yobe,NGA036,Nangere,NGA036012,Conflict,3752,1876.0,2,959.0,917.0,18,2017-08-01
2017,8,3,Yobe,NGA036,Nguru,NGA036013,Conflict,22240,11120.0,2,4339.0,6781.0,18,2017-08-01
2017,8,3,Yobe,NGA036,Potiskum,NGA036014,Conflict,30012,15006.0,2,6934.0,8072.0,18,2017-08-01
2017,8,3,Yobe,NGA036,Tarmua,NGA036015,Conflict,910,455.0,2,221.0,234.0,18,2017-08-01
2017,8,3,Yobe,NGA036,Yunusari,NGA036016,Conflict,4818,2409.0,2,985.0,1424.0,18,2017-08-01
2017,8,3,Yobe,NGA036,Yusufari,NGA036017,Conflict,2120,1060.0,2,510.0,550.0,18,2017-08-01
2017,10,4,Adamawa,NGA002,Demsa,NGA002001,Conflict,8136,4068.0,2,1853.0,2215.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Fufore,NGA002002,Conflict,10664,5332.0,2,2821.0,2511.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Ganye,NGA002003,Conflict,1084,542.0,2,256.0,286.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Girei,NGA002005,Conflict,17626,8813.0,2,994.0,1257.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Gombi,NGA002004,Conflict,17626,8813.0,2,6915.0,8460.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Guyuk,NGA002006,Conflict,486,243.0,2,96.0,147.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Hong,NGA002007,Conflict,7420,3710.0,2,1581.0,2129.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Jada,NGA002008,Conflict,912,456.0,2,203.0,253.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Lamurde,NGA002009,Conflict,1158,579.0,2,230.0,349.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Madagali,NGA002010,Conflict,36710,18355.0,2,7280.0,11075.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Maiha,NGA002011,Conflict,29774,14887.0,2,7268.0,7619.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Mayo-Belwa,NGA002012,Conflict,734,367.0,2,168.0,199.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Michika,NGA002013,Conflict,52304,26152.0,2,11823.0,14329.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Mubi North,NGA002014,Conflict,21778,10889.0,2,5272.0,5617.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Mubi South,NGA002015,Conflict,11766,5883.0,2,2947.0,2936.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Numan,NGA002016,Conflict,2692,1346.0,2,689.0,657.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Shelleng,NGA002017,Conflict,1914,957.0,2,417.0,540.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Song,NGA002018,Conflict,4518,2259.0,2,1067.0,1192.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Toungo,NGA002019,Conflict,840,420.0,2,194.0,226.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Yola North,NGA002020,Conflict,20732,10366.0,2,4270.0,6096.0,19,2017-10-01
2017,10,4,Adamawa,NGA002,Yola South,NGA002021,Conflict,31838,15919.0,2,7875.0,8044.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Alkaleri,NGA005001,Conflict,564,282.0,2,133.0,149.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Bauchi,NGA005002,Conflict,16840,8420.0,2,3909.0,4511.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Bogoro,NGA005003,Conflict,4082,2041.0,2,1007.0,1034.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Damban,NGA005004,Conflict,6238,3119.0,2,1542.0,1577.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Darazo,NGA005005,Conflict,3558,1779.0,2,853.0,926.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Dass,NGA005006,Conflict,1290,645.0,2,298.0,347.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Gamawa,NGA005007,Conflict,3040,1520.0,2,750.0,770.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Ganjuwa,NGA005008,Conflict,1726,863.0,2,429.0,434.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Giade,NGA005009,Conflict,1716,858.0,2,424.0,434.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Itas/Gadau,NGA005010,Conflict,1962,981.0,2,470.0,511.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Jama'are,NGA005011,Conflict,1578,789.0,2,379.0,410.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Katagum,NGA005012,Conflict,6400,3200.0,2,1454.0,1746.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Kirfi,NGA005013,Conflict,796,398.0,2,195.0,203.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Misau,NGA005014,Conflict,2940,1470.0,2,782.0,688.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Ningi,NGA005015,Conflict,7588,3794.0,2,1806.0,1988.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Shira,NGA005016,Conflict,2070,1035.0,2,508.0,527.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Tafawa-Balewa,NGA005017,Conflict,15890,7945.0,2,3659.0,4286.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Toro,NGA005018,Conflict,21086,10543.0,2,4630.0,5913.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Warji,NGA005019,Conflict,936,468.0,2,243.0,225.0,19,2017-10-01
2017,10,4,Bauchi,NGA005,Zaki,NGA005020,Conflict,5018,2509.0,2,1186.0,1323.0,19,2017-10-01
2017,10,4,Borno,NGA008,Askira/Uba,NGA008002,Conflict,22812,11406.0,2,5421.0,5985.0,19,2017-10-01
2017,10,4,Borno,NGA008,Bama,NGA008003,Conflict,115382,57691.0,2,24463.0,33228.0,19,2017-10-01
2017,10,4,Borno,NGA008,Bayo,NGA008004,Conflict,2966,1483.0,2,697.0,786.0,19,2017-10-01
2017,10,4,Borno,NGA008,Biu,NGA008005,Conflict,83144,41572.0,2,19150.0,22422.0,19,2017-10-01
2017,10,4,Borno,NGA008,Chibok,NGA008006,Conflict,33426,16713.0,2,8150.0,8563.0,19,2017-10-01
2017,10,4,Borno,NGA008,Damboa,NGA008007,Conflict,154502,77251.0,2,30724.0,46527.0,19,2017-10-01
2017,10,4,Borno,NGA008,Dikwa,NGA008008,Conflict,134142,67071.0,2,30594.0,36477.0,19,2017-10-01
2017,10,4,Borno,NGA008,Gubio,NGA008009,Conflict,9950,4975.0,2,2533.0,2442.0,19,2017-10-01
2017,10,4,Borno,NGA008,Guzamala,NGA008010,Conflict,1224,612.0,2,273.0,339.0,19,2017-10-01
2017,10,4,Borno,NGA008,Gwoza,NGA008011,Conflict,151278,75639.0,2,30107.0,45532.0,19,2017-10-01
2017,10,4,Borno,NGA008,Hawul,NGA008012,Conflict,51652,25826.0,2,12366.0,13460.0,19,2017-10-01
2017,10,4,Borno,NGA008,Jere,NGA008013,Conflict,507064,253532.0,2,113517.0,140015.0,19,2017-10-01
2017,10,4,Borno,NGA008,Kaga,NGA008014,Conflict,39020,19510.0,2,9270.0,10240.0,19,2017-10-01
2017,10,4,Borno,NGA008,Kala/Balge,NGA008015,Conflict,99826,49913.0,2,22801.0,27112.0,19,2017-10-01
2017,10,4,Borno,NGA008,Konduga,NGA008016,Conflict,219770,109885.0,2,48207.0,61678.0,19,2017-10-01
2017,10,4,Borno,NGA008,Kukawa,NGA008017,Conflict,18244,9122.0,2,4207.0,4915.0,19,2017-10-01
2017,10,4,Borno,NGA008,Kwaya Kusar,NGA008018,Conflict,5966,2983.0,2,1371.0,1612.0,19,2017-10-01
2017,10,4,Borno,NGA008,Mafa,NGA008019,Conflict,18732,9366.0,2,4255.0,5111.0,19,2017-10-01
2017,10,4,Borno,NGA008,Magumeri,NGA008020,Conflict,36694,18347.0,2,9386.0,8961.0,19,2017-10-01
2017,10,4,Borno,NGA008,Maiduguri,NGA008021,Conflict,551440,275720.0,2,121358.0,154362.0,19,2017-10-01
2017,10,4,Borno,NGA008,Mobbar,NGA008023,Conflict,16308,8154.0,2,3475.0,4679.0,19,2017-10-01
2017,10,4,Borno,NGA008,Monguno,NGA008024,Conflict,245686,122843.0,2,58907.0,63936.0,19,2017-10-01
2017,10,4,Borno,NGA008,Ngala,NGA008025,Conflict,87488,43744.0,2,19484.0,24260.0,19,2017-10-01
2017,10,4,Borno,NGA008,Nganzai,NGA008026,Conflict,42352,21176.0,2,9823.0,11353.0,19,2017-10-01
2017,10,4,Borno,NGA008,Shani,NGA008027,Conflict,3822,1911.0,2,923.0,988.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Akko,NGA016001,Conflict,13558,6779.0,2,3204.0,3575.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Balanga,NGA016002,Conflict,3872,1936.0,2,899.0,1037.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Billiri,NGA016003,Conflict,848,424.0,2,164.0,260.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Dukku,NGA016004,Conflict,1972,986.0,2,517.0,469.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Funakaye,NGA016005,Conflict,6308,3154.0,2,1579.0,1575.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Gombe,NGA016006,Conflict,13612,6806.0,2,3330.0,3476.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Kaltungo,NGA016007,Conflict,2130,1065.0,2,547.0,518.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Kwami,NGA016008,Conflict,2636,1318.0,2,652.0,666.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Nafada,NGA016009,Conflict,3398,1699.0,2,860.0,839.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Shomgom,NGA016010,Conflict,1294,647.0,2,324.0,323.0,19,2017-10-01
2017,10,4,Gombe,NGA016,Yamaltu/Deba,NGA016011,Conflict,5624,2812.0,2,1345.0,1467.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Ardo-Kola,NGA035001,Conflict,11928,5964.0,2,2521.0,3443.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Bali,NGA035002,Conflict,8760,4380.0,2,1883.0,2497.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Donga,NGA035003,Conflict,4942,2471.0,2,1096.0,1375.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Gashaka,NGA035004,Conflict,1332,666.0,2,326.0,340.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Gassol,NGA035005,Conflict,14564,7282.0,2,2984.0,4298.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Ibi,NGA035006,Conflict,7838,3919.0,2,1867.0,2052.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Jalingo,NGA035007,Conflict,16210,8105.0,2,3780.0,4325.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Karim-Lamido,NGA035008,Conflict,442,221.0,2,112.0,109.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Kurmi,NGA035009,Conflict,606,303.0,2,140.0,163.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Lau,NGA035010,Conflict,1810,905.0,2,397.0,508.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Sardauna,NGA035011,Conflict,19312,9656.0,2,4684.0,4972.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Takum,NGA035012,Conflict,478,239.0,2,112.0,127.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Ussa,NGA035013,Conflict,1422,711.0,2,335.0,376.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Wukari,NGA035014,Conflict,32166,16083.0,2,7647.0,8436.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Yorro,NGA035015,Conflict,764,382.0,2,159.0,223.0,19,2017-10-01
2017,10,4,Taraba,NGA035,Zing,NGA035016,Conflict,952,476.0,2,191.0,285.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Bade,NGA036001,Conflict,22930,11465.0,2,4532.0,6933.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Bursari,NGA036002,Conflict,2178,1089.0,2,456.0,633.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Damaturu,NGA036003,Conflict,38492,19246.0,2,8482.0,10764.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Fika,NGA036004,Conflict,8740,4370.0,2,2012.0,2358.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Fune,NGA036005,Conflict,7006,3503.0,2,1696.0,1807.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Geidam,NGA036006,Conflict,10812,5406.0,2,2105.0,3301.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Gujba,NGA036007,Conflict,39660,19830.0,2,7973.0,11857.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Gulani,NGA036008,Conflict,4346,2173.0,2,870.0,1303.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Jakusko,NGA036009,Conflict,2646,1323.0,2,559.0,764.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Karasuwa,NGA036010,Conflict,8762,4381.0,2,1653.0,2728.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Machina,NGA036011,Conflict,2226,1113.0,2,538.0,575.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Nangere,NGA036012,Conflict,3720,1860.0,2,947.0,913.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Nguru,NGA036013,Conflict,22226,11113.0,2,4319.0,6794.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Potiskum,NGA036014,Conflict,28150,14075.0,2,6492.0,7583.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Tarmua,NGA036015,Conflict,936,468.0,2,224.0,244.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Yunusari,NGA036016,Conflict,4934,2467.0,2,1018.0,1449.0,19,2017-10-01
2017,10,4,Yobe,NGA036,Yusufari,NGA036017,Conflict,2080,1040.0,2,510.0,530.0,19,2017-10-01
2017,12,4,Adamawa,NGA002,Demsa,NGA002001,Conflict,8244,4122.0,2,1981.0,2141.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Fufore,NGA002002,Conflict,10554,5277.0,2,2697.0,2580.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Ganye,NGA002003,Conflict,1366,683.0,2,338.0,345.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Girei,NGA002005,Conflict,17756,8878.0,2,985.0,1249.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Gombi,NGA002004,Conflict,17756,8878.0,2,6960.0,8562.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Guyuk,NGA002006,Conflict,476,238.0,2,97.0,141.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Hong,NGA002007,Conflict,7244,3622.0,2,1535.0,2087.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Jada,NGA002008,Conflict,888,444.0,2,206.0,238.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Lamurde,NGA002009,Conflict,1034,517.0,2,182.0,335.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Madagali,NGA002010,Conflict,38690,19345.0,2,7711.0,11634.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Maiha,NGA002011,Conflict,29848,14924.0,2,7485.0,7439.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Mayo-Belwa,NGA002012,Conflict,734,367.0,2,166.0,201.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Michika,NGA002013,Conflict,52322,26161.0,2,11651.0,14510.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Mubi North,NGA002014,Conflict,21058,10529.0,2,5207.0,5322.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Mubi South,NGA002015,Conflict,11374,5687.0,2,2905.0,2782.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Numan,NGA002016,Conflict,3794,1897.0,2,910.0,987.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Shelleng,NGA002017,Conflict,2018,1009.0,2,409.0,600.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Song,NGA002018,Conflict,4070,2035.0,2,1010.0,1025.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Toungo,NGA002019,Conflict,840,420.0,2,217.0,203.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Yola North,NGA002020,Conflict,19866,9933.0,2,4122.0,5811.0,20,2017-12-01
2017,12,4,Adamawa,NGA002,Yola South,NGA002021,Conflict,34418,17209.0,2,8546.0,8663.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Alkaleri,NGA005001,Conflict,562,281.0,2,134.0,147.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Bauchi,NGA005002,Conflict,16840,8420.0,2,3869.0,4551.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Bogoro,NGA005003,Conflict,4096,2048.0,2,1014.0,1034.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Damban,NGA005004,Conflict,6242,3121.0,2,1540.0,1581.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Darazo,NGA005005,Conflict,3562,1781.0,2,854.0,927.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Dass,NGA005006,Conflict,1292,646.0,2,305.0,341.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Gamawa,NGA005007,Conflict,3108,1554.0,2,759.0,795.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Ganjuwa,NGA005008,Conflict,1904,952.0,2,477.0,475.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Giade,NGA005009,Conflict,2090,1045.0,2,509.0,536.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Itas/Gadau,NGA005010,Conflict,1746,873.0,2,390.0,483.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Jama'are,NGA005011,Conflict,1198,599.0,2,293.0,306.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Katagum,NGA005012,Conflict,7216,3608.0,2,1647.0,1961.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Kirfi,NGA005013,Conflict,796,398.0,2,197.0,201.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Misau,NGA005014,Conflict,2918,1459.0,2,736.0,723.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Ningi,NGA005015,Conflict,7368,3684.0,2,1765.0,1919.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Shira,NGA005016,Conflict,2824,1412.0,2,665.0,747.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Tafawa-Balewa,NGA005017,Conflict,15830,7915.0,2,3616.0,4299.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Toro,NGA005018,Conflict,20880,10440.0,2,4579.0,5861.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Warji,NGA005019,Conflict,988,494.0,2,254.0,240.0,20,2017-12-01
2017,12,4,Bauchi,NGA005,Zaki,NGA005020,Conflict,5254,2627.0,2,1232.0,1395.0,20,2017-12-01
2017,12,4,Borno,NGA008,Askira/Uba,NGA008002,Conflict,22380,11190.0,2,5335.0,5855.0,20,2017-12-01
2017,12,4,Borno,NGA008,Bama,NGA008003,Conflict,95464,47732.0,2,20685.0,27047.0,20,2017-12-01
2017,12,4,Borno,NGA008,Bayo,NGA008004,Conflict,2856,1428.0,2,673.0,755.0,20,2017-12-01
2017,12,4,Borno,NGA008,Biu,NGA008005,Conflict,82182,41091.0,2,18982.0,22109.0,20,2017-12-01
2017,12,4,Borno,NGA008,Chibok,NGA008006,Conflict,32868,16434.0,2,8013.0,8421.0,20,2017-12-01
2017,12,4,Borno,NGA008,Damboa,NGA008007,Conflict,159618,79809.0,2,32030.0,47779.0,20,2017-12-01
2017,12,4,Borno,NGA008,Dikwa,NGA008008,Conflict,119204,59602.0,2,26777.0,32825.0,20,2017-12-01
2017,12,4,Borno,NGA008,Gubio,NGA008009,Conflict,9912,4956.0,2,2298.0,2658.0,20,2017-12-01
2017,12,4,Borno,NGA008,Guzamala,NGA008010,Conflict,2318,1159.0,2,541.0,618.0,20,2017-12-01
2017,12,4,Borno,NGA008,Gwoza,NGA008011,Conflict,162852,81426.0,2,33123.0,48303.0,20,2017-12-01
2017,12,4,Borno,NGA008,Hawul,NGA008012,Conflict,52438,26219.0,2,12514.0,13705.0,20,2017-12-01
2017,12,4,Borno,NGA008,Jere,NGA008013,Conflict,501638,250819.0,2,113414.0,137405.0,20,2017-12-01
2017,12,4,Borno,NGA008,Kaga,NGA008014,Conflict,37934,18967.0,2,7948.0,11019.0,20,2017-12-01
2017,12,4,Borno,NGA008,Kala/Balge,NGA008015,Conflict,99952,49976.0,2,22626.0,27350.0,20,2017-12-01
2017,12,4,Borno,NGA008,Konduga,NGA008016,Conflict,226576,113288.0,2,48131.0,65157.0,20,2017-12-01
2017,12,4,Borno,NGA008,Kukawa,NGA008017,Conflict,19086,9543.0,2,4232.0,5311.0,20,2017-12-01
2017,12,4,Borno,NGA008,Kwaya Kusar,NGA008018,Conflict,6304,3152.0,2,1471.0,1681.0,20,2017-12-01
2017,12,4,Borno,NGA008,Mafa,NGA008019,Conflict,21112,10556.0,2,4506.0,6050.0,20,2017-12-01
2017,12,4,Borno,NGA008,Magumeri,NGA008020,Conflict,37716,18858.0,2,8921.0,9937.0,20,2017-12-01
2017,12,4,Borno,NGA008,Maiduguri,NGA008021,Conflict,531564,265782.0,2,118879.0,146903.0,20,2017-12-01
2017,12,4,Borno,NGA008,Marte,NGA008022,Conflict,7845,7845.0,1,0.0,0.0,20,2017-12-01
2017,12,4,Borno,NGA008,Mobbar,NGA008023,Conflict,7845,7845.0,1,3356.0,4489.0,20,2017-12-01
2017,12,4,Borno,NGA008,Monguno,NGA008024,Conflict,245994,122997.0,2,54800.0,68197.0,20,2017-12-01
2017,12,4,Borno,NGA008,Ngala,NGA008025,Conflict,94806,47403.0,2,21477.0,25926.0,20,2017-12-01
2017,12,4,Borno,NGA008,Nganzai,NGA008026,Conflict,44288,22144.0,2,10172.0,11972.0,20,2017-12-01
2017,12,4,Borno,NGA008,Shani,NGA008027,Conflict,4266,2133.0,2,962.0,1171.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Akko,NGA016001,Conflict,13174,6587.0,2,3060.0,3527.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Balanga,NGA016002,Conflict,3726,1863.0,2,838.0,1025.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Billiri,NGA016003,Conflict,880,440.0,2,176.0,264.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Dukku,NGA016004,Conflict,2038,1019.0,2,546.0,473.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Funakaye,NGA016005,Conflict,7184,3592.0,2,1734.0,1858.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Gombe,NGA016006,Conflict,14128,7064.0,2,3464.0,3600.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Kaltungo,NGA016007,Conflict,2156,1078.0,2,552.0,526.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Kwami,NGA016008,Conflict,3802,1901.0,2,910.0,991.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Nafada,NGA016009,Conflict,3378,1689.0,2,880.0,809.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Shomgom,NGA016010,Conflict,1018,509.0,2,256.0,253.0,20,2017-12-01
2017,12,4,Gombe,NGA016,Yamaltu/Deba,NGA016011,Conflict,5728,2864.0,2,1373.0,1491.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Ardo-Kola,NGA035001,Conflict,11588,5794.0,2,2533.0,3261.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Bali,NGA035002,Conflict,7258,3629.0,2,1623.0,2006.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Donga,NGA035003,Conflict,4778,2389.0,2,1046.0,1343.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Gashaka,NGA035004,Conflict,1478,739.0,2,338.0,401.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Gassol,NGA035005,Conflict,14710,7355.0,2,3194.0,4161.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Ibi,NGA035006,Conflict,7530,3765.0,2,1786.0,1979.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Jalingo,NGA035007,Conflict,15654,7827.0,2,3299.0,4528.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Karim-Lamido,NGA035008,Conflict,398,199.0,2,103.0,96.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Kurmi,NGA035009,Conflict,606,303.0,2,124.0,179.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Lau,NGA035010,Conflict,1402,701.0,2,330.0,371.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Sardauna,NGA035011,Conflict,16050,8025.0,2,3877.0,4148.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Takum,NGA035012,Conflict,682,341.0,2,148.0,193.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Ussa,NGA035013,Conflict,1270,635.0,2,281.0,354.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Wukari,NGA035014,Conflict,33278,16639.0,2,7901.0,8738.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Yorro,NGA035015,Conflict,404,202.0,2,84.0,118.0,20,2017-12-01
2017,12,4,Taraba,NGA035,Zing,NGA035016,Conflict,952,476.0,2,191.0,285.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Bade,NGA036001,Conflict,23558,11779.0,2,4654.0,7125.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Bursari,NGA036002,Conflict,2208,1104.0,2,466.0,638.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Damaturu,NGA036003,Conflict,34626,17313.0,2,7493.0,9820.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Fika,NGA036004,Conflict,8562,4281.0,2,1918.0,2363.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Fune,NGA036005,Conflict,6910,3455.0,2,1672.0,1783.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Geidam,NGA036006,Conflict,9998,4999.0,2,1931.0,3068.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Gujba,NGA036007,Conflict,41698,20849.0,2,8430.0,12419.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Gulani,NGA036008,Conflict,4684,2342.0,2,907.0,1435.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Jakusko,NGA036009,Conflict,2548,1274.0,2,536.0,738.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Karasuwa,NGA036010,Conflict,11586,5793.0,2,2094.0,3699.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Machina,NGA036011,Conflict,2174,1087.0,2,519.0,568.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Nangere,NGA036012,Conflict,3160,1580.0,2,756.0,824.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Nguru,NGA036013,Conflict,22100,11050.0,2,4271.0,6779.0,20,2017-12-01
2017,12,4,Yobe,NGA036,Potiskum,NGA036014,Conflict,28856,14428.0,2,6621.0,7807.0,20,2017-12-01
